id,signal_box_name,signal_prefix,workstation_name,signalling_method,eco_name,eco_type,elr,lor,mileage_from_raw,mileage_from_ch,mileage_to_raw,mileage_to_ch,source_doc,source_page,loaded_at
16654,Tyneside ROC,T,,TCB,York EC,AC,ECM7,LN600,5m 76ch,476,14m 56ch,1176,London North Eastern (NCS) Sectional Appendix March 2026.pdf,354,2026-04-28T02:38:58.251581
16655,Morpeth SB,M,,TCB,,,ECM7,LN600,16m 50ch,1330,18m 44ch,1484,London North Eastern (NCS) Sectional Appendix March 2026.pdf,355,2026-04-28T02:38:58.341688
16656,Morpeth SB,M,,TCB,,,ECM7,LN600,20m 17ch,1617,25m 48ch,2048,London North Eastern (NCS) Sectional Appendix March 2026.pdf,356,2026-04-28T02:38:58.417714
16657,Morpeth SB,M,,TCB,,,ECM7,LN600,25m 49ch,2049,31m 67ch,2547,London North Eastern (NCS) Sectional Appendix March 2026.pdf,357,2026-04-28T02:38:58.496680
16658,Alnmouth SB,A,,TCB,,,ECM7,LN600,33m 37ch,2677,39m 30ch,3150,London North Eastern (NCS) Sectional Appendix March 2026.pdf,358,2026-04-28T02:38:58.589429
16659,Alnmouth SB,A,,TCB,Cathcart,AC,ECM7,LN600,39m 34ch,3154,49m 17ch,3937,London North Eastern (NCS) Sectional Appendix March 2026.pdf,359,2026-04-28T02:38:58.633070
16660,Tweedmouth SB,TW,,TCB,,,ECM7,LN600,51m 39ch,4119,57m 37ch,4597,London North Eastern (NCS) Sectional Appendix March 2026.pdf,360,2026-04-28T02:38:58.720701
16661,Tweedmouth SB,TW,,TCB,,,ECM7,LN600,58m 52ch,4692,65m 01ch,5201,London North Eastern (NCS) Sectional Appendix March 2026.pdf,361,2026-04-28T02:38:58.795711
16662,Tweedmouth SB,TW,,TCB,,,ECM7,LN600,65m 71ch,5271,65m 78ch,5278,London North Eastern (NCS) Sectional Appendix March 2026.pdf,362,2026-04-28T02:38:58.843956
16663,Tweedmouth SB,TW,,TCB,,,ECMB,LN600,54m 06ch,4326,69m 67ch,5587,London North Eastern (NCS) Sectional Appendix March 2026.pdf,363,2026-04-28T02:38:58.928571
16664,Edinburgh SB,EG,,TCB,Cathcart,AC,ECM8,LN600,47m 14ch,3774,47m 14ch,3774,London North Eastern (NCS) Sectional Appendix March 2026.pdf,364,2026-04-28T02:38:58.948907
16665,C B Y o r k R O C,,,T,York,AC,HOS,LN618,0m 00ch,0,0m 21ch,21,London North Eastern (NCS) Sectional Appendix March 2026.pdf,365,2026-04-28T02:38:59.044472
16666,C B Y o r k R O C,,,T,York,AC,HOS,LN618,0m 79ch,79,1m 54ch,134,London North Eastern (NCS) Sectional Appendix March 2026.pdf,366,2026-04-28T02:38:59.147832
16667,Tyneside SB,T,,TCB,York,AC,NEN1,LN622,0m 11ch,11,0m 73ch,73,London North Eastern (NCS) Sectional Appendix March 2026.pdf,368,2026-04-28T02:38:59.223347
16668,Bedford Workstation,,,TCB,DERBY,AC,SPC1,LN3140,16m 05ch,1285,49m 65ch,3985,London North Eastern (NCS) Sectional Appendix March 2026.pdf,402,2026-04-28T02:39:03.339959
16669,Kentish Town Workstation,,,TCB,,,SPC1,LN3201,0m 12ch,12,0m 12ch,12,London North Eastern (NCS) Sectional Appendix March 2026.pdf,403,2026-04-28T02:39:03.415967
16670,Kentish Town Workstation,,,TCB,Derby,AC,SPC1,LN3201,0m 56ch,56,1m 13ch,93,London North Eastern (NCS) Sectional Appendix March 2026.pdf,404,2026-04-28T02:39:03.505935
16671,Kentish Town Workstation,,,TCB,Derby,AC,SPC1,LN3201,1m 42ch,122,2m 13ch,173,London North Eastern (NCS) Sectional Appendix March 2026.pdf,405,2026-04-28T02:39:03.586508
16672,R C A B S west Hampstead Workstation as far as 1 A 2 C m : . D 20 e c rb :h y ( E W C H R ),,,T,,,SPC1,LN3201,2m 29ch,189,3m 53ch,293,London North Eastern (NCS) Sectional Appendix March 2026.pdf,406,2026-04-28T02:39:03.660423
16673,West Hampstead Woric:station as far as 12m.20ch,WH,,TCB,Derby,AC,SPC1,LN3201,3m 73ch,313,4m 09ch,329,London North Eastern (NCS) Sectional Appendix March 2026.pdf,407,2026-04-28T02:39:03.736428
16674,C B West Hampstead Workstation as far as 12 m .2 0 c h ( W H ),,,T,= Down Cricklewood Curve,DC,SPC1,LN3201,4m 68ch,388,5m 19ch,419,London North Eastern (NCS) Sectional Appendix March 2026.pdf,408,2026-04-28T02:39:03.849647
16675,C B West Hampstead Workstation as far as 12 m . 20 c h ( W H ~,,,T,Derby,AC,SPC1,LN3201,5m 55ch,455,6m 04ch,484,London North Eastern (NCS) Sectional Appendix March 2026.pdf,409,2026-04-28T02:39:03.999178
16676,C B West Hampstead Workstation as far as 12 m . 2 0 c h ( W H ),,,T,,,SPC1,LN3201,6m 79ch,559,6m 79ch,559,London North Eastern (NCS) Sectional Appendix March 2026.pdf,410,2026-04-28T02:39:04.078331
16677,R C A B 8 West Hampstead Workstation as far as A 12 C m : . D 2 e 0 r c b h y ( E W C H R ),,,T,,,SPC1,LN3201,7m 72ch,632,8m 29ch,669,London North Eastern (NCS) Sectional Appendix March 2026.pdf,411,2026-04-28T02:39:04.143105
16678,R C A B S West Hampstead Workstation as far as A 12 C m : . D 2 e 0 r c b h y ( E W C H R ),,,T,,,SPC1,LN3201,9m 28ch,748,12m 71ch,1031,London North Eastern (NCS) Sectional Appendix March 2026.pdf,412,2026-04-28T02:39:04.230789
16679,Luton Workstation as far as 12m.20ch,,,TCB,Derby,AC,SPC1,LN3201,16m 27ch,1307,19m 71ch,1591,London North Eastern (NCS) Sectional Appendix March 2026.pdf,414,2026-04-28T02:39:04.375014
16680,Luton Workstation as far as 12m.20ch,,,TCB,Derby,AC,SPC1,LN3201,24m 25ch,1945,24m 25ch,1945,London North Eastern (NCS) Sectional Appendix March 2026.pdf,415,2026-04-28T02:39:04.441656
16681,Luton Workstation as far as 12m.20ch,,,TCB,Derby,AC,SPC1,LN3201,24m 51ch,1971,27m 69ch,2229,London North Eastern (NCS) Sectional Appendix March 2026.pdf,416,2026-04-28T02:39:04.516472
16682,West Hampstead PSB,WH,,TCB,Derby,AC,SPC1,LN3201,29m 19ch,2339,30m 30ch,2430,London North Eastern (NCS) Sectional Appendix March 2026.pdf,417,2026-04-28T02:39:04.607715
16683,C B Luton workstation a s fa r a s 3 1 .2 0,,,T,,,SPC1,LN3201,30m 52ch,2452,31m 69ch,2549,London North Eastern (NCS) Sectional Appendix March 2026.pdf,418,2026-04-28T02:39:04.737181
16684,C B Bedfo r d W o r k s t a t io n,,,T,,,SPC1,LN3201,32m 48ch,2608,35m 35ch,2835,London North Eastern (NCS) Sectional Appendix March 2026.pdf,419,2026-04-28T02:39:04.812080
16685,C B Bedford Workstati on,,,T,,,SPC1,LN3201,35m 43ch,2843,40m 18ch,3218,London North Eastern (NCS) Sectional Appendix March 2026.pdf,420,2026-04-28T02:39:04.886557
16686,Bedford Workstation,,,TCB,Derby,AC,SPC1,LN3201,40m 47ch,3247,42m 18ch,3378,London North Eastern (NCS) Sectional Appendix March 2026.pdf,421,2026-04-28T02:39:04.955380
16687,Bedford Workstation,,,TCB,Derby,AC,SPC1,LN3201,47m 18ch,3778,48m 60ch,3900,London North Eastern (NCS) Sectional Appendix March 2026.pdf,422,2026-04-28T02:39:05.024088
16688,Bedford Station,,,TCB,Derby,AC,SPC1,LN3201,49m 60ch,3980,49m 65ch,3985,London North Eastern (NCS) Sectional Appendix March 2026.pdf,423,2026-04-28T02:39:05.102923
16689,Bedford Workstation,,Kettering workstation,TCB,Derby,AC,SPC2,LN3201,50m 35ch,4035,53m 60ch,4300,London North Eastern (NCS) Sectional Appendix March 2026.pdf,424,2026-04-28T02:39:05.175948
16690,"Derby EMCC (KWH, BK, LR)",,,TCB,Derby,AC,WYM,LN3201,56m 03ch,4483,64m 23ch,5143,London North Eastern (NCS) Sectional Appendix March 2026.pdf,425,2026-04-28T02:39:05.262136
16691,"Derby EMCC (BK, LR)",,,TCB,Derby,AC,SPC3,LN3201,65m 09ch,5209,65m 47ch,5247,London North Eastern (NCS) Sectional Appendix March 2026.pdf,426,2026-04-28T02:39:05.350222
16692,"C B D er b y E M C C ( B K , L R )",,,T,Derby,AC,SPC3,LN3201,66m 69ch,5349,70m 56ch,5656,London North Eastern (NCS) Sectional Appendix March 2026.pdf,427,2026-04-28T02:39:05.425770
16693,EMCC (BK LR),,,TCB,Derbv,AC,SPC3,LN3201,72m 01ch,5761,74m 00ch,5920,London North Eastern (NCS) Sectional Appendix March 2026.pdf,428,2026-04-28T02:39:05.523774
16694,EMCC,LR,,TCB,Derby,AC,SPC3,LN3201,81m 36ch,6516,86m 24ch,6904,London North Eastern (NCS) Sectional Appendix March 2026.pdf,429,2026-04-28T02:39:05.605271
16695,Derby EMCC,LR,,TCB,Derby,AC,SPC4,LN3201,90m 21ch,7221,95m 76ch,7676,London North Eastern (NCS) Sectional Appendix March 2026.pdf,430,2026-04-28T02:39:05.692684
16696,EMCC,LR,,TCB,,,SPC4,LN3201,97m 45ch,7805,98m 46ch,7886,London North Eastern (NCS) Sectional Appendix March 2026.pdf,431,2026-04-28T02:39:05.762775
16697,Derby EMCC,LR,,TCB,,,SPC5,LN3201,99m 07ch,7927,99m 14ch,7934,London North Eastern (NCS) Sectional Appendix March 2026.pdf,432,2026-04-28T02:39:05.839917
16698,EMCC,LR,,TCB,,,SPC5,LN3201,100m 20ch,8020,104m 25ch,8345,London North Eastern (NCS) Sectional Appendix March 2026.pdf,433,2026-04-28T02:39:05.924206
16699,EMCC,LR,,TCB,,,SPC5,LN3201,108m 52ch,8692,111m 64ch,8944,London North Eastern (NCS) Sectional Appendix March 2026.pdf,435,2026-04-28T02:39:06.092770
16700,EMCC,LR,Trent Workstation,TCB,,,SPC5,LN3201,112m 06ch,8966,118m 20ch,9460,London North Eastern (NCS) Sectional Appendix March 2026.pdf,436,2026-04-28T02:39:06.169964
16701,Derby EMCC,ST,,TCB,,,SPC6,LN3201,118m 34ch,9474,119m 17ch,9537,London North Eastern (NCS) Sectional Appendix March 2026.pdf,437,2026-04-28T02:39:06.261940
16702,Derby EMCC,TD,Derby Workstation,TCB,,,SPC7,LN3201,119m 58ch,9578,125m 79ch,10079,London North Eastern (NCS) Sectional Appendix March 2026.pdf,438,2026-04-28T02:39:06.353918
16703,"Derby EMCC (EC, TD)",,,TCB,,,SPC7,LN3201,128m 09ch,10249,128m 23ch,10263,London North Eastern (NCS) Sectional Appendix March 2026.pdf,439,2026-04-28T02:39:06.432726
16704,"C B Derby EMCC ( E C , D C , D W , T D ) U",,,T,,,SPC8,LN3201,0m 00ch,0,128m 23ch,10263,London North Eastern (NCS) Sectional Appendix March 2026.pdf,440,2026-04-28T02:39:06.528985
16705,C B D e r by S B (D Y ),,,T,,,SPC8,LN3201,129m 06ch,10326,129m 60ch,10380,London North Eastern (NCS) Sectional Appendix March 2026.pdf,441,2026-04-28T02:39:06.628008
16706,"Derby EMCC (DC,DY)",,,TCB,,,SPC8,LN3201,130m 50ch,10450,135m 55ch,10855,London North Eastern (NCS) Sectional Appendix March 2026.pdf,442,2026-04-28T02:39:06.711209
16707,De rby EM CC (D Y),,,TCB,,,SPC8,LN3201,136m 48ch,10928,139m 47ch,11167,London North Eastern (NCS) Sectional Appendix March 2026.pdf,443,2026-04-28T02:39:06.789363
16708,"Derby EMCC (DC,TC,CS,CB)",,,TCB,,,SPC9,LN3201,142m 77ch,11437,146m 21ch,11701,London North Eastern (NCS) Sectional Appendix March 2026.pdf,444,2026-04-28T02:39:06.874717
16709,"Derby EMCC (DC,TC,CS,CB)",,Chesterfield workstation,TCB,,,SPC9,LN3201,145m 21ch,11621,146m 36ch,11716,London North Eastern (NCS) Sectional Appendix March 2026.pdf,445,2026-04-28T02:39:06.959858
16710,"Derby EMCC (DC,TC,CS,CB)",,,TCB,,,TJC1,LN3201,146m 64ch,11744,146m 64ch,11744,London North Eastern (NCS) Sectional Appendix March 2026.pdf,446,2026-04-28T02:39:07.030431
16711,Derby EMCC (ST) TN),,,TCB,,,TSN1,LN3204,119m 17ch,9537,120m 31ch,9631,London North Eastern (NCS) Sectional Appendix March 2026.pdf,448,2026-04-28T02:39:07.111463
16712,Derby EMCC,TN,,TCB,,,TSN1,LN3204,121m 02ch,9682,123m 22ch,9862,London North Eastern (NCS) Sectional Appendix March 2026.pdf,449,2026-04-28T02:39:07.187408
16713,Derby EMCC,TN,,TCB,,,TSN1,LN3204,123m 60ch,9900,125m 27ch,10027,London North Eastern (NCS) Sectional Appendix March 2026.pdf,450,2026-04-28T02:39:07.270565
16714,Derby EMCC,TN,,TCB,,,TSN2,LN3204,123m 60ch,9900,125m 63ch,10063,London North Eastern (NCS) Sectional Appendix March 2026.pdf,451,2026-04-28T02:39:07.364049
16715,EMCC,TN,,TCB,,,NOB1,LN3204,123m 27ch,9867,123m 39ch,9879,London North Eastern (NCS) Sectional Appendix March 2026.pdf,452,2026-04-28T02:39:07.451381
16716,C B D e rb y EM C C (T C ),,Erewash Workstation,T,,,TCC,LN3207,119m 70ch,9590,120m 64ch,9664,London North Eastern (NCS) Sectional Appendix March 2026.pdf,454,2026-04-28T02:39:07.536360
16717,Derby EMCC,TC,,TCB,,,TCC,LN3207,121m 26ch,9706,121m 64ch,9744,London North Eastern (NCS) Sectional Appendix March 2026.pdf,455,2026-04-28T02:39:07.630826
16718,Derby EMCC,TC,,TCB,,,WHM,LN3207,123m 70ch,9910,123m 70ch,9910,London North Eastern (NCS) Sectional Appendix March 2026.pdf,457,2026-04-28T02:39:07.804234
16719,Derby EMCC,TC,,TCB,,,TCC,LN3207,125m 04ch,10004,126m 51ch,10131,London North Eastern (NCS) Sectional Appendix March 2026.pdf,458,2026-04-28T02:39:07.886539
16720,Derby EMCC,TC,,TCB,,,TCC,LN3207,129m 27ch,10347,132m 68ch,10628,London North Eastern (NCS) Sectional Appendix March 2026.pdf,459,2026-04-28T02:39:07.966857
16721,Derby EMCC,TC,,TCB,,,TCC,LN3207,133m 18ch,10658,136m 67ch,10947,London North Eastern (NCS) Sectional Appendix March 2026.pdf,460,2026-04-28T02:39:08.044542
16722,Derby EMCC,TC,Chesterfield Workstation,TCB,,,SPC9,LN3207,139m 09ch,11129,143m 12ch,11452,London North Eastern (NCS) Sectional Appendix March 2026.pdf,461,2026-04-28T02:39:08.072330
16723,Kentish Town Workstation,WH,,TCB,,,JRT,LN3210,0m 03ch,3,3m 02ch,242,London North Eastern (NCS) Sectional Appendix March 2026.pdf,462,2026-04-28T02:39:08.156891
16724,L2 Overlay AC: York ECR,TVS,,ERTMS,,,MCL,LN3213,0m 79ch,79,1m 55ch,135,London North Eastern (NCS) Sectional Appendix March 2026.pdf,463,2026-04-28T02:39:08.247847
16725,L2 Overlay,TWH,,ERTMS,,,MCL,LN3213,1m 59ch,139,2m 56ch,216,London North Eastern (NCS) Sectional Appendix March 2026.pdf,464,2026-04-28T02:39:08.344895
16726,Three Bridges ROC,TWH,,TCB,Derby EC,AC,MCL,LN3213,2m 72ch,232,3m 58ch,298,London North Eastern (NCS) Sectional Appendix March 2026.pdf,465,2026-04-28T02:39:08.434706
16727,L2 Overlay,TWH,,ERTMS,York EC,AC,CB,LN3214,0m 00ch,0,2m 16ch,176,London North Eastern (NCS) Sectional Appendix March 2026.pdf,466,2026-04-28T02:39:08.529389
16728,West Hampstead Workstation,WH,,TCB,,,CAW,LN3219,5m 19ch,419,5m 19ch,419,London North Eastern (NCS) Sectional Appendix March 2026.pdf,469,2026-04-28T02:39:08.636341
16729,Three Bridges ROC,TWH,,TCB,Derby EC,AC,MCL,LN3213,2m 72ch,232,3m 58ch,298,London North Eastern (NCS) Sectional Appendix March 2026.pdf,470,2026-04-28T02:39:08.725589
16730,West Hampstead Workstation,WH,,TCB,,,BDH,LN3222,1m 03ch,83,6m 04ch,484,London North Eastern (NCS) Sectional Appendix March 2026.pdf,472,2026-04-28T02:39:08.802295
16731,Derby EMCC,TD,,TCB,,,TES,LN3228,0m 30ch,30,119m 70ch,9590,London North Eastern (NCS) Sectional Appendix March 2026.pdf,473,2026-04-28T02:39:08.871165
16732,Derby EMCC,LR,,TCB,,,WGP,LN3231,95m 37ch,7637,96m 07ch,7687,London North Eastern (NCS) Sectional Appendix March 2026.pdf,474,2026-04-28T02:39:08.938487
16733,Derby EMCC (LR),CT,,TCB,,,WNS,LN3232,11m 64ch,944,95m 76ch,7676,London North Eastern (NCS) Sectional Appendix March 2026.pdf,475,2026-04-28T02:39:09.014524
16734,Derby EMCC,CT,,TCB,,,WNS,LN3232,3m 31ch,271,10m 04ch,804,London North Eastern (NCS) Sectional Appendix March 2026.pdf,476,2026-04-28T02:39:09.086906
16735,Derby EMCC (TN),MS,,TCB,,,LSN,LN3249,0m 27ch,27,125m 27ch,10027,London North Eastern (NCS) Sectional Appendix March 2026.pdf,486,2026-04-28T02:39:09.691910
16736,Derby EMCC (MS),RT,,TCB,,,MJT2,LN3252,124m 10ch,9930,130m 37ch,10437,London North Eastern (NCS) Sectional Appendix March 2026.pdf,487,2026-04-28T02:39:09.781132
16737,Derby EMCC,MS,Mansfield Workstation,TCB,,,RAC,LN3255,125m 55ch,10055,130m 21ch,10421,London North Eastern (NCS) Sectional Appendix March 2026.pdf,488,2026-04-28T02:39:09.857431
16738,Derby EMCC,MS,,TCB,(ECR via,DC,,LN3255,131m 11ch,10491,132m 75ch,10635,London North Eastern (NCS) Sectional Appendix March 2026.pdf,489,2026-04-28T02:39:09.940852
16739,C B D e rb y EM C C ( S T ),,,T,,,THL,LN3261,120m 52ch,9652,121m 26ch,9706,London North Eastern (NCS) Sectional Appendix March 2026.pdf,492,2026-04-28T02:39:10.123919
16740,Derby EMCC,TN,,TCB,,,AML,LN3264,0m 00ch,0,121m 02ch,9682,London North Eastern (NCS) Sectional Appendix March 2026.pdf,493,2026-04-28T02:39:10.193483
16741,Lichfield TV SB,,,AB,,,BJW3,LN3340,19m 74ch,1594,23m 33ch,1873,London North Eastern (NCS) Sectional Appendix March 2026.pdf,500,2026-04-28T02:39:10.590969
16742,Derby EMCC,DW,,TCB,,,DBP1,LN3501,0m 13ch,13,127m 54ch,10214,London North Eastern (NCS) Sectional Appendix March 2026.pdf,501,2026-04-28T02:39:10.683918
16743,Derby EMCC,DW,,TCB,,,DBP1,LN3501,1m 16ch,96,2m 36ch,196,London North Eastern (NCS) Sectional Appendix March 2026.pdf,502,2026-04-28T02:39:10.759120
16744,Derby EMCC,DY,,TCB,= Down Chellaston,DC,DBP1,LN3501,4m 16ch,336,8m 17ch,657,London North Eastern (NCS) Sectional Appendix March 2026.pdf,503,2026-04-28T02:39:10.845275
16745,Derby EMCC,DY,,TCB,,,DBP1,LN3501,8m 54ch,694,11m 00ch,880,London North Eastern (NCS) Sectional Appendix March 2026.pdf,504,2026-04-28T02:39:10.927706
16746,Derby EMCC,DY,,TCB,,,DBP1,LN3501,11m 17ch,897,13m 31ch,1071,London North Eastern (NCS) Sectional Appendix March 2026.pdf,505,2026-04-28T02:39:11.003397
16747,Derby EMCC,DY,,TCB,,,DBP1,LN3501,14m 55ch,1175,15m 65ch,1265,London North Eastern (NCS) Sectional Appendix March 2026.pdf,506,2026-04-28T02:39:11.076342
16748,Derby EMCC,DY,,TCB,,,DBP1,LN3501,16m 22ch,1302,20m 60ch,1660,London North Eastern (NCS) Sectional Appendix March 2026.pdf,507,2026-04-28T02:39:11.153056
16749,Derby EMCC,DY,,TCB,,,NSS,LN3505,5m 14ch,414,29m 49ch,2369,London North Eastern (NCS) Sectional Appendix March 2026.pdf,508,2026-04-28T02:39:11.234107
16750,Egginton Jn SB,,,,,,NSS,LN3505,23m 23ch,1863,24m 57ch,1977,London North Eastern (NCS) Sectional Appendix March 2026.pdf,509,2026-04-28T02:39:11.309351
16751,Tutbury SB,,,,,,NSS,LN3505,19m 01ch,1521,22m 75ch,1835,London North Eastern (NCS) Sectional Appendix March 2026.pdf,510,2026-04-28T02:39:11.389851
16752,Sudbury SB,,,,,,NSS,LN3505,16m 00ch,1280,17m 75ch,1435,London North Eastern (NCS) Sectional Appendix March 2026.pdf,511,2026-04-28T02:39:11.465795
16753,Uttoxeter SB,UR,,,,,NSS,LN3505,13m 32ch,1072,15m 61ch,1261,London North Eastern (NCS) Sectional Appendix March 2026.pdf,512,2026-04-28T02:39:11.540951
16754,Uttoxeter SB,UR,,,,,NSS,LN3505,7m 61ch,621,10m 24ch,824,London North Eastern (NCS) Sectional Appendix March 2026.pdf,513,2026-04-28T02:39:11.614904
16755,Caverswall SB,CL,,,,,NSS,LN3505,4m 20ch,340,6m 76ch,556,London North Eastern (NCS) Sectional Appendix March 2026.pdf,514,2026-04-28T02:39:11.712149
16756,Foley Crossing SB,,,,,,NSS,LN3505,0m 00ch,0,3m 49ch,289,London North Eastern (NCS) Sectional Appendix March 2026.pdf,515,2026-04-28T02:39:11.784583
16757,Derby EMCC,DW,,TCB,,,MJS1,LN3515,1m 27ch,107,1m 27ch,107,London North Eastern (NCS) Sectional Appendix March 2026.pdf,516,2026-04-28T02:39:11.852830
16758,Derby EMCC,SS,,TCB,Down Chellaston,DC,SSJ1,LN3520,119m 62ch,9582,123m 33ch,9873,London North Eastern (NCS) Sectional Appendix March 2026.pdf,517,2026-04-28T02:39:11.935174
16759,Derby EMCC,DY,,TCB,Down Chellaston,DC,SSJ,LN3520,124m 44ch,9964,132m 19ch,10579,London North Eastern (NCS) Sectional Appendix March 2026.pdf,518,2026-04-28T02:39:12.013711
16760,Derby EMCC,LR,,TCB,,,KSL,LN3525,97m 45ch,7805,100m 36ch,8036,London North Eastern (NCS) Sectional Appendix March 2026.pdf,519,2026-04-28T02:39:12.089850
16761,Derby EMCC (LR},,,TCB,,,KSL,LN3525,102m 36ch,8196,110m 42ch,8842,London North Eastern (NCS) Sectional Appendix March 2026.pdf,520,2026-04-28T02:39:12.169326
16762,C B Bardon Hill SB,BH,,,,,KSL,LN3525,111m 23ch,8903,112m 13ch,8973,London North Eastern (NCS) Sectional Appendix March 2026.pdf,521,2026-04-28T02:39:12.247593
16763,Mantle Lane SB,ML,,,,,KSL,LN3525,112m 62ch,9022,113m 05ch,9045,London North Eastern (NCS) Sectional Appendix March 2026.pdf,522,2026-04-28T02:39:12.313111
16764,Mantle Lane SB,ML,,,,,KSL,LN3525,114m 01ch,9121,116m 67ch,9347,London North Eastern (NCS) Sectional Appendix March 2026.pdf,523,2026-04-28T02:39:12.390714
16765,Derby EMCC,DY,Burton Workstation,TCB,,,KSL,LN3525,120m 67ch,9667,125m 17ch,10017,London North Eastern (NCS) Sectional Appendix March 2026.pdf,524,2026-04-28T02:39:12.465159
16766,Derby EMCC,DY,,TCB,,,KSL,LN3525,126m 40ch,10120,127m 00ch,10160,London North Eastern (NCS) Sectional Appendix March 2026.pdf,525,2026-04-28T02:39:12.546799
16767,Derby EMCC,DY,,TCB,,,BCJ,LN3535,126m 40ch,10120,127m 19ch,10179,London North Eastern (NCS) Sectional Appendix March 2026.pdf,526,2026-04-28T02:39:12.640610
16768,Derby EMCC,KM,,TCB,Derby,AC,GSM1,LN3601,74m 00ch,5920,79m 25ch,6345,London North Eastern (NCS) Sectional Appendix March 2026.pdf,527,2026-04-28T02:39:12.729219
16769,Derby EMCC,KM,,TCB,Derby,AC,GSM1,LN3601,79m 40ch,6360,86m 24ch,6904,London North Eastern (NCS) Sectional Appendix March 2026.pdf,528,2026-04-28T02:39:12.810596
16770,Derby EMCC,KM,,TCB,= Down Corby,DC,GSM1,LN3601,87m 30ch,6990,90m 25ch,7225,London North Eastern (NCS) Sectional Appendix March 2026.pdf,529,2026-04-28T02:39:12.883993
16771,Derby EMCC,KM,,TCB,= Down Corby,DC,BSC,LN3605,0m 00ch,0,2m 05ch,165,London North Eastern (NCS) Sectional Appendix March 2026.pdf,530,2026-04-28T02:39:12.959106
16772,C B PetYeorbrko rRoOugCh:,,,T,,,PMJ,LN3615,12m 75ch,1035,13m 60ch,1100,London North Eastern (NCS) Sectional Appendix March 2026.pdf,532,2026-04-28T02:39:13.100979
16773,York ROC,,,TCB,,,PMJ,LN3615,10m 11ch,811,11m 08ch,888,London North Eastern (NCS) Sectional Appendix March 2026.pdf,533,2026-04-28T02:39:13.175965
16774,Uffington SB,,,,,,PMJ,LN3615,5m 46ch,446,7m 66ch,626,London North Eastern (NCS) Sectional Appendix March 2026.pdf,534,2026-04-28T02:39:13.245618
16775,Kelton SB,,,,,,PMJ,LN3615,0m 00ch,0,4m 11ch,331,London North Eastern (NCS) Sectional Appendix March 2026.pdf,535,2026-04-28T02:39:13.323696
16776,Manton Jn SB,,,,,,GSM2,LN3615,90m 26ch,7226,93m 61ch,7501,London North Eastern (NCS) Sectional Appendix March 2026.pdf,536,2026-04-28T02:39:13.409663
16777,Oakham Crossing SB,,,AB,,,GSM2,LN3615,95m 06ch,7606,98m 00ch,7840,London North Eastern (NCS) Sectional Appendix March 2026.pdf,537,2026-04-28T02:39:13.490575
16778,Whissendine SB,,,,,,GSM2,LN3615,99m 15ch,7935,102m 38ch,8198,London North Eastern (NCS) Sectional Appendix March 2026.pdf,538,2026-04-28T02:39:13.567193
16779,Melton Station SB,,,,,,GSM2,LN3615,102m 73ch,8233,105m 27ch,8427,London North Eastern (NCS) Sectional Appendix March 2026.pdf,539,2026-04-28T02:39:13.646216
16780,Melton Station SB,,Leicester Workstation,,,,GSM3,LN3615,105m 70ch,8470,113m 01ch,9041,London North Eastern (NCS) Sectional Appendix March 2026.pdf,540,2026-04-28T02:39:13.735791
16781,Derby EMCC,LR,,TCB,,,GSM3,LN3615,106m 00ch,8480,107m 55ch,8615,London North Eastern (NCS) Sectional Appendix March 2026.pdf,541,2026-04-28T02:39:13.811832
16782,Melton Station SB,,,,(RIDC infrastructure)$,AC,GSM4,LN3620,105m 70ch,8470,107m 15ch,8575,London North Eastern (NCS) Sectional Appendix March 2026.pdf,543,2026-04-28T02:39:13.994612
